0,1,2,3,4,5,6,7,8,9
4534.498030397848,-376.8572161381609,-437.10282324113615,-507.5233022915486,-630.4352403774652,-811.8941155116213,-1002.8052578200595,-1298.2129463936521,-2015.5644470378852,-2152.114063130963
-376.857216138161,4572.739527783102,-503.44744434760304,-584.5565297220189,-726.1243664390768,-935.1255489596566,-1155.0136887341314,-1495.2591365906012,-2321.4921428666153,-2478.7676203823053
-437.1028232411363,-503.44744434760315,5810.514579312325,-678.0056173632144,-842.2049439497581,-1084.6177279655226,-1339.6578932503717,-1734.2960731346166,-2692.613346183343,-2875.031387565638
-507.52330229154836,-584.5565297220191,-678.0056173632141,7684.463682208933,-977.890353556112,-1259.3576196540396,-1555.486630998679,-2013.7039236256946,-3126.41315632815,-3338.2200855842975
-630.4352403774656,-726.1243664390765,-842.2049439497579,-977.8903535561124,11840.129211181702,-1564.3487108532863,-1932.194213920564,-2501.3825205817575,-3883.5675540997286,-4146.6698624199635
-811.8941155116213,-935.1255489596571,-1084.6177279655224,-1259.3576196540396,-1564.3487108532865,19669.113922358058,-2488.3398195958193,-3221.3582284645245,-5001.379114653529,-5340.210452468377
-1002.80525782006,-1155.0136887341312,-1339.657893250371,-1555.4866309986787,-1932.1942139205637,-2488.3398195958184,30404.677676186227,-3978.83776604351,-6177.417937517009,-6595.923061009397
-1298.2129463936517,-1495.2591365906023,-1734.296073134617,-2013.703923625693,-2501.38252058176,-3221.3582284645217,-3978.837766043511,52635.9580302449,-7997.16981859698,-8538.958730465021
-2015.5644470378863,-2321.4921428666157,-2692.6133461833438,-3126.4131563281494,-3883.567554099728,-5001.379114653531,-6177.417937517007,-7997.169818596974,130400.40909324138,-13257.317822672754
-2152.114063130965,-2478.7676203823066,-2875.031387565639,-3338.220085584299,-4146.669862419963,-5340.210452468379,-6595.923061009392,-8538.958730465023,-13257.317822672743,156961.5520740496
