qT_if_integrate,qT_mean,qT_min,qT_max,Q_if_integrate,Q_mean,Q_min,Q_max,y_if_integrate,y_mean,y_min,y_max,sqrts,isoscalarity,observable,if_fiducial,pT_min_1,pT_min_2,eta_min,eta_max,xsec,error_unc_0,error_mult_0 ,bin_integrate_factor
True,0.1,0.0,0.2,True,8.5,8.0,9.0,True,0.4,0.1,0.7,19.42,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.0222,0.0075,0.25,8.3333333333
True,0.3,0.2,0.4,True,8.5,8.0,9.0,True,0.4,0.1,0.7,19.42,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.0165,0.0038,0.25,8.3333333333
True,0.5,0.4,0.6,True,8.5,8.0,9.0,True,0.4,0.1,0.7,19.42,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.0134,0.0029,0.25,8.3333333333
True,0.7,0.6,0.8,True,8.5,8.0,9.0,True,0.4,0.1,0.7,19.42,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.01,0.0023,0.25,8.3333333333
True,0.9,0.8,1.0,True,8.5,8.0,9.0,True,0.4,0.1,0.7,19.42,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.0061,0.0017,0.25,8.3333333333
True,1.1,1.0,1.2,True,8.5,8.0,9.0,True,0.4,0.1,0.7,19.42,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.0052,0.0016,0.25,8.3333333333
True,1.3,1.2,1.4,True,8.5,8.0,9.0,True,0.4,0.1,0.7,19.42,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.006,0.0018,0.25,8.3333333333
True,1.5,1.4,1.6,True,8.5,8.0,9.0,True,0.4,0.1,0.7,19.42,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.0017,0.001,0.25,8.3333333333
True,1.7,1.6,1.8,True,8.5,8.0,9.0,True,0.4,0.1,0.7,19.42,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.00105,0.00075,0.25,8.3333333333
True,1.9,1.8,2.0,True,8.5,8.0,9.0,True,0.4,0.1,0.7,19.42,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.00105,0.00075,0.25,8.3333333333
True,2.1,2.0,2.2,True,8.5,8.0,9.0,True,0.4,0.1,0.7,19.42,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.00058,0.00058,0.25,8.3333333333
True,2.9,2.8,3.0,True,8.5,8.0,9.0,True,0.4,0.1,0.7,19.42,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.00053,0.00053,0.25,8.3333333333
